ACCIDENT_NO,NODE_ID,ROAD_ROUTE_1,ROAD_NAME,ROAD_TYPE,ROAD_NAME_INT,ROAD_TYPE_INT,DISTANCE_LOCATION,DIRECTION_LOCATION
T20130010625,57579,2660,NEPEAN,HIGHWAY,CUMMINS,ROAD,,SE
T20190026406,616473,2000,MONASH,FREEWAY,SPRINGVALE-MONASH OUT ON,RAMP,100,SE
T20180001194,326248,5691,LANG LANG-POOWONG,ROAD,MOUNT LYALL,ROAD,1076,NE
T20140011852,53913,2570,MURRAY VALLEY,HIGHWAY,KUNAT,STREET,,SE
T20150021320,295036,9999,RANELAGH,DRIVE,RANELAGH,DRIVE,29,NE
T20240007234,800325,2720,MAROONDAH,HIGHWAY,OLIVER,STREET,77,SW
T20240011040,339,5738,BAY,STREET,SPRING E,STREET,,SW
T20210018585,691772,9999,ANACONDA,ROAD,MELISSA,COURT,31,E
T20220013151,778725,9999,MATTHEWS,AVENUE,HOOD,STREET,2,N
T20220015687,275051,2290,WELLINGTON,ROAD,WELLINGTON,ROAD,,E
T20140009908,35552,9999,CARDINAL,ROAD,GLENROY,ROAD,,N
T20130026608,265652,9999,STONE,STREET,SUSSEX,ROAD,55,W
T20200020638,671460,9999,MELTON VALLEY,DRIVE,HIGH,STREET,331,NE
T20160015175,357951,9999,READY,STREET,MURRAY VALLEY,HIGHWAY,377,SE
T20170020782,323131,7852,WESTERN IN-WESTERN RING,RAMP,WESTERN RING,ROAD,1715,S
T20140004760,41735,5799,FERNTREE GULLY,ROAD,HOWLEYS,ROAD,,W
T20160025284,358494,5775,MONBULK,ROAD,PERRINS CREEK,ROAD,590,NE
T20210014288,730737,9999,WIDFORD,STREET,HILTON,STREET,36,N
T20210002566,677028,9999,MARKET,STREET,MAROONDAH,HIGHWAY,17,N
T20120023606,255680,2590,SKIPTON,STREET,RAGLAN S,STREET,56,SW
T20240005067,798868,9999,DICKINS,ROAD,GHAZEEPORE,ROAD,692,W
T20120009638,251494,9999,MCCRAE,STREET,POWER,STREET,92,NW
T20170008284,316821,9999,MANCHESTER,ROAD,BATTERBEE,DRIVE,,N
T20170016208,89525,9999,LIVERPOOL,ROAD,LIVERPOOL ALT,ROAD,24,N
T20150004395,282809,7604,CITYLINK IN-BELL,RAMP,PASCOE VALE-CITYLINK IN ON,RAMP,53,SE
T20230016018,796193,9999,UNNAMED,,LOWE,STREET,133,NE
T20200006977,292841,7303,BELGRAVE-HALLAM-MONASH IN,RAMP,BELGRAVE-HALLAM,ROAD,,E
T20150023154,296074,2520,WESTERN,HIGHWAY,PELCHEN,AVENUE,178,NW
T20230028430,795079,9999,LAKE GARDENS,AVENUE,ST MICHAELS,PLACE,,W
T20160015211,306155,9999,WELLINGTON,STREET,ALEXANDRA,PARADE,27,N
T20240012666,811143,5802,CANTERBURY,ROAD,SHADY,GROVE,87,W
T20250000874,813674,9999,LYLE,STREET,ANDERSON,STREET,,NE
T20210010022,740048,9999,PATERNOSTER,ROAD,BAILEY,ROAD,,W
T20240010689,802442,5957,WOODS POINT,ROAD,STARVATION CREEK,ROAD,1214,E
T20180001530,326469,9999,OXFORD,STREET,SHREWSBURY,ROAD,2,S
T20180018391,35964,5863,BRUNSWICK,ROAD,STRANGER,STREET,,W
T20150008488,292841,7303,BELGRAVE-HALLAM-MONASH IN,RAMP,BELGRAVE-HALLAM,ROAD,,E
T20250001507,36853,5041,KING,STREET,FRANCIS,STREET,,S
T20170017928,326362,2510,YORK,STREET,FITZROY,STREET,41,N
T20210000222,676295,9999,PIGEON BANK,ROAD,MORILLA,PLACE,241,E
T20160000140,297984,9999,CROOK,STREET,MCIVOR,ROAD,103,N
T20190006107,343944,9999,SEPARATION,STREET,BURT,STREET,19,W
T20140006485,37661,5801,HIGH,STREET,ST JOHN,STREET,,W
T20170006974,316168,9999,WILGAH,STREET,KURRAJONG,AVENUE,,N
T20220008835,774250,9999,EILDON-JAMIESON,ROAD,BARNEWALL PLAINS,ROAD,,SE
T20130017728,264022,9999,CAPITAL CITY,BOULEVARD,BRISBANE,LANE,15,W
T20240016027,806220,5682,WARRAGUL,ROAD,STATION,STREET,43,N
T20230014986,778431,2550,HUME,FREEWAY,OXENBURYS,ROAD,1845,W
T20200013797,657948,9999,UNNAMED,,HALLAMS,ROAD,84,W
T20210022175,360256,2630,EAGLEHAWK,ROAD,CREETH,STREET,,N
T20120019585,40919,5796,STUD,ROAD,BORONIA,ROAD,,SW
T20150018823,30024,5222,CLUNES-CRESWICK,ROAD,CASTLEMAINE,ROAD,,N
T20120021102,254844,5042,HOPKINS,ROAD,MIDDLE,ROAD,641,N
T20140022143,281104,9999,CHARCOAL,TRACK,W6,TRACK,1735,S
T20240015024,805077,5297,GLEN HUNTLY,ROAD,ST KILDA,STREET,33,W
T20170011757,318551,9999,NETTLE,DRIVE,LOUISE,COURT,39,E
T20210008993,681619,9999,SMITH,STREET,PEEL,STREET,37,S
T20140004293,277144,2570,MURRAY VALLEY,HIGHWAY,BRAGGS,ROAD,803,E
T20220013608,774589,2720,WHITEHORSE,ROAD,MITCHAM,ROAD,6,E
T20220027974,779619,9999,YARRABEE,COURT,LIPTON,DRIVE,113,N
T20220022876,736662,5515,EPPING,ROAD,SUMMERHILL,ROAD,1,N
T20240021971,807952,9999,PEARCEDALE,ROAD,ROBINSONS,ROAD,,N
T20200011090,780618,5035,DYNON,ROAD,KENSINGTON,ROAD,81,W
T20170020440,88,5871,KINGS,WAY,QUEENS,LANE,,W
T20190003941,283078,2180,STRZELECKI,HIGHWAY,MARRETTS,ROAD,,E
T20140021569,281179,9999,WILANDRA,DRIVE,CONONDALE,STREET,32,N
T20200003615,637473,5840,BEACONSFIELD,PARADE,MARY,STREET,7,NW
T20240017398,806180,9999,NAYOOK-POWELLTOWN,ROAD,MCINTYRE,ROAD,1663,W
T20190022106,615004,5799,FERNTREE GULLY,ROAD,BLACKBURN,ROAD,31,W
T20140009987,49974,5001,RYRIE,STREET,GARDEN,STREET,,W
T20200009640,652913,9999,BRAHAMS,ROAD,LYREBIRD,TRACK,75,SE
T20160025202,41843,5801,HIGH STREET,ROAD,CAPITAL,AVENUE,,W
T20140004248,267154,5388,SEYMOUR-TOOBORAC,ROAD,HEYWOODS,ROAD,270,E
T20220012801,801538,5781,MT DANDENONG ROAD -RINGWOOD,BYPASS,MAROONDAH,HIGHWAY,21,E
T20150005656,286721,9999,HARRAPS,HIGHWAY,FROUDS,ROAD,22,S
T20160022889,309923,2000,MONASH,FREEWAY,HEATHERTON,ROAD,88,S
T20200007505,652270,5799,FERNTREE GULLY,ROAD,FERNTREE GULLY,ROAD,39,NE
T20210012226,785010,9999,GEORGE,STREET,HERBERT,STREET,88,E
T20230028664,617592,2510,PRINCES,HIGHWAY,,,44,NK
T20160006878,305165,9999,HENRY,STREET,ATHERTON,ROAD,130,S
T20170018431,322083,2110,WIMMERA,HIGHWAY,LOGAN-WEDDERBURN,ROAD,,NW
T20210019919,37078,5948,VICTORIA,STREET,REGENT,STREET,,W
T20150015032,37055,2080,HODDLE,STREET,ALBERT,STREET,,S
T20140016681,71169,5072,GEELONG ROAD -HIGH,STREET,MCPHILLIPS,ROAD,,SW
T20200016609,662361,5860,STATION,STREET,DUNCAN,STREET,58,S
T20240032902,277083,5428,KELLETTS,ROAD,WELLINGTON,ROAD,,N
T20180007907,329831,5114,BRUNSWICK,STREET,YORK,STREET,46,N
T20230011690,787534,9999,MACCLESFIELD,ROAD,GILES,ROAD,512,NE
T20210010268,60818,9999,BLACKHILL,ROAD,BURNS,LANE,,N
T20200014553,281975,5834,MILLERS,ROAD,CABOT,DRIVE,,S
T20240019714,278849,9999,WINDSOR,BOULEVARD,WINDSOR,BOULEVARD,,N
T20120001089,36571,9999,PEEL,STREET,SMITH,STREET,,E
T20240012601,803993,9999,WATT,ROAD,RIVERVIEW,DRIVE,,NW
T20160009191,302995,2830,EASTERN,FREEWAY,THOMPSONS-EASTERN OUT ON,RAMP,179,W
T20230029245,797591,2510,DANDENONG,ROAD,DANDENONG REV,ROAD SERVICE ROAD,23,NW
T20160026656,314628,5001,GEELONG-PORTARLINGTON,ROAD,WILLS,CRESCENT,140,NW
T20140022700,54926,5087,STURT,STREET,DRUMMOND N,STREET,,W
T20220027647,783390,5054,KEILOR PARK,DRIVE,WESTERN RING IN-KEILOR PARK OF,RAMP,5,NW
T20230025204,784276,5722,KARINGAL,DRIVE,PARKLANDS,AVENUE,29,SE
T20160002969,43022,5970,HEATHERTON,ROAD,MENZIES,AVENUE,,W
T20160017710,308448,9999,WATTLE VALLEY,ROAD,TOORAK,ROAD,52,N
T20230002180,751715,5975,DUNACH-EDDINGTON,ROAD,TALBOT,ROAD,1724,N
T20190018709,688809,5037,TIMBOON-COLAC,ROAD,COBDEN-PORT CAMPBELL,ROAD,,W
T20210020508,719994,9999,PARK,DRIVE,THE CROSSWAY,,94,NW
T20130025235,267789,9999,STEELS CREEK,ROAD,WILLOW BEND,DRIVE,792,N
T20200000591,631219,5802,CANTERBURY,ROAD,HAMILTON,ROAD,172,E
T20150014390,42220,2660,NEPEAN,HIGHWAY,TURNER,ROAD,,NW
T20220026643,737367,2040,MELTON,HIGHWAY,VERONA,DRIVE,18,E
T20180002407,327273,2500,PRINCES,HIGHWAY,BOURKES,ROAD,1056,W
T20210006937,679140,5814,PLENTY,ROAD,BERRY,LANE,37,S
T20230005981,761375,2500,PRINCES HIGHWAY,WEST,RACECOURSE,ROAD,62,E
T20220026129,52554,2530,CALDER HIGHWAY -JACARANDA,STREET,NARDOO,STREET,,S
T20240012679,349118,5175,MITCHELL,STREET,MITCHELL,STREET,,SE
T20130017581,65581,5856,PRINCESS,STREET,WOODFORD,AVENUE,,S
T20220007433,720257,4890,GREAT OCEAN,ROAD,FLANAGAN,TRACK,1427,SW
T20210008852,228064,2510,PRINCES,HIGHWAY,HEAD,STREET,,E
T20220008448,288893,9999,LEAKES,ROAD,BANFIELD,COURT,,W
T20190016545,50088,5001,PORTARLINGTON,ROAD,MOOLAP STATION,ROAD,,SE
T20210016159,582283,5421,ROBINSONS,ROAD,CALARCO,DRIVE,,S
T20200022001,871,2090,FRANKSTON-DANDENONG,ROAD,KIRKHAM,ROAD,,S
T20120013893,35342,5850,HODDLE,STREET,SOUTH,TERRACE,,S
T20220007686,774240,5353,KING,STREET,BALLAMORE,CRESCENT,170,W
T20240028344,810616,2999,CITYLINK,,CITYLINK IN-MT ALEXANDER OF,RAMP,158,NW
T20180000221,326368,9999,RAGLAN,STREET,INKERMAN,STREET,,N
T20130004415,283192,9999,SEEREYS,ROAD,CAMERONS,ROAD,2,E
T20140010003,271203,5051,NHILL,ROAD,CEMETERY,ROAD,,SE
T20240031976,812477,2500,PRINCES,FREEWAY,PRINCES OUT-DUNCANS OF,RAMP,702,NE
T20220003295,41373,5296,NEERIM,ROAD,QUEENS,AVENUE,,W
T20230012350,255989,9999,DAWSON,STREET,PRINCES REV,HIGHWAY SERVICE ROAD,,W
T20160017501,290903,5964,BELMORE,ROAD,BERNBOROUGH,AVENUE,33,W
T20160018680,41662,9999,HILTON,STREET,ISLA,AVENUE,,W
T20230004295,650979,9999,CLOW,STREET,LONSDALE REV,STREET SERVICE ROAD,10,E
T20210005593,678264,9999,GINTER,ROAD,NORTH EASTERN,ROAD,95,S
T20190010258,360493,5811,HEIDELBERG-KINGLAKE,ROAD,DINSDALE,ROAD,112,NW
T20190023364,603924,9999,BALAKA,PLACE,GRIMSHAW,STREET,5,S
T20240027199,810174,9999,BOUNDARY,ROAD,BERWICK,ROAD,7,E
T20170001312,313203,2999,WESTERN LINK TOLLWAY,,ORMOND-CITYLINK OUT ON,RAMP,5,N
T20170017591,43210,2660,NEPEAN,HIGHWAY,CARRINGTON,STREET,,NW
T20140007167,271077,2670,GLENELG,HIGHWAY,DOERYS,ROAD,1587,E
T20160015257,305835,5874,BURKE,ROAD,BURKE,AVENUE,54,S
T20210002125,44133,9999,DALGETY,STREET,HIGH,STREET,,W
T20220015201,718589,9999,MELBOURNE ROAD SERVICE,ROAD,VICTORIA,STREET,40,N
T20180012187,66815,9999,KYME,PLACE,LYONS,STREET,,NE
T20150025624,297197,5910,SETTLEMENT,ROAD,CENTOFANTI,PLACE,79,E
T20160022260,309466,2660,NEPEAN,HIGHWAY,SOUTH,ROAD,10,SE
T20170018772,324430,9999,GEAR,AVENUE,BELL,AVENUE,405,W
T20120018371,254818,9999,ST GEORGES,ROAD,SWALLOW,STREET,30,S
T20170003707,314484,9999,QUEENS BRIDGE,STREET,SOUTHBANK,PROMENADE,14,S
T20130004020,36569,9999,SMITH,STREET,WEBB,STREET,,S
T20230024749,785272,9999,WALTER,STREET,JEREMY,STREET,,S
T20220028562,44713,5811,GRIMSHAW,STREET,WILLIAM,STREET,,W
T20150018114,295195,9999,OHEA,STREET,MAIN,STREET,18,W
T20120017802,254713,9999,TUNNEL,ROAD,KELLEYS BEACH,ROAD,210,NE
T20240026735,810273,2530,CALDER,FREEWAY,CALDER OUT-WESTERN RING IN,RAMP,16,W
T20210004785,692256,5682,KORUMBURRA-WARRAGUL,ROAD,FAIRBANK,ROAD,470,NE
T20240015512,805386,2995,RINGWOOD,BYPASS,RINGWOOD,STREET,96,W
T20150012959,36824,5987,MONTAGUE,STREET,WOODGATE,STREET,,NW
T20240002590,802311,5948,VICTORIA,STREET,JONAS,STREET,6,W
T20120001073,286156,9999,LAKEWOOD,BOULEVARD,GRASSLAND,CIRCUIT,42,NE
T20240024229,808904,9999,MCINNES,STREET,CALDER,HIGHWAY,,W
T20230002982,42016,9999,DENDY,STREET,NEW,STREET,,W
T20240002079,43549,5765,CRANBOURNE-FRANKSTON,ROAD,LONG,STREET,,E
T20150004148,41936,2750,BURWOOD,HIGHWAY,DORSET,ROAD,,NW
T20230023535,43167,5057,HALLAM NORTH,ROAD,JAMES COOK,DRIVE,,S
T20180023436,340256,9999,SEYMOUR-PYALONG,ROAD,PANYULE,ROAD,492,S
T20140015876,57809,9999,BOTANICA,BOULEVARD,BRAMBLE,CRESCENT,,W
T20170001990,50697,9999,HENNA,STREET,TIMOR,STREET,,NE
T20210013015,685577,5770,RACECOURSE,ROAD,HENRY,STREET,30,S
T20220021191,778983,9999,PRINCES HIGHWAY SERVICE,ROAD,PRINCES,HIGHWAY,80,W
T20230008860,768278,5793,WHITTLESEA-YEA,ROAD,OPPERMAN,ROAD,1245,NE
T20220018869,35778,5886,NORTH SHORE ROAD -THE BOULEVARD,,PRINCES FWD,HIGHWAY SERVICE ROAD,,E
T20180015088,53180,5163,BERWICK-BEACONSFIELD,ROAD,PRINCES,HIGHWAY,,W
T20140017365,69295,9999,MALCOLM,STREET,MCKINNON,ROAD,,N
T20170022560,325023,9999,MT DRYDEN,ROAD,FYANS CREEK,ROAD,27,E
T20240025159,45331,5602,EPSOM,ROAD,DONCASTER,STREET,,SE
T20210011766,692629,9999,COOK,TRACK,URE,ROAD,89,SE
T20140013991,273803,9999,JAMES COOK,DRIVE,HEATHERGLADE,PLACE,54,NE
T20230023780,781704,5733,SYDNEY,ROAD,BELL,STREET,3,S
T20120006858,250565,2140,ALBERT,STREET,ENFIELD,AVENUE,36,S
T20130024960,12428,5054,KEILOR PARK,DRIVE,KEILOR PARK-WESTERN RING OUT ON,RAMP,,SE
T20140003790,12428,5054,KEILOR PARK,DRIVE,KEILOR PARK-WESTERN RING OUT ON,RAMP,,SE
T20160021694,35631,2580,SOUTH GIPPSLAND,HIGHWAY,POUND,ROAD,,N
T20130018216,45873,5861,ST GEORGES,ROAD,REID,STREET,,SW
T20140001832,266096,9999,BLACK SWAMP,ROAD,MILLERS,ROAD,167,S
T20240032028,817329,9999,PINNIGER,STREET,FELIX,STREET,69,N
T20220014643,774795,2660,ST KILDA,ROAD,ALMA,ROAD,138,N
T20130014266,262041,5348,ECHUCA-MITIAMO,ROAD,CANTWELL,ROAD,16,W
T20220028233,743261,5720,KURRAK,ROAD,THORNBILL,DRIVE,85,W
T20200011797,659542,5760,MORNINGTON-TYABB,ROAD,JONES,ROAD,176,W
T20130013682,51041,9999,FRYERS,STREET,MAUDE,STREET,,W
T20120026466,256235,9999,HUXTABLE,ROAD,BELVEDERE,CLOSE,405,S
T20220005240,34278,5057,HALLAM SOUTH,ROAD,MELVERTON,DRIVE,129,N
T20120026735,255534,2820,WEST GATE,FREEWAY,CLARKE,STREET,43,W
T20220026749,808242,-1,,,,,,NK
T20210001695,50701,9999,BANYAN,STREET,LAVA,STREET,,NE
T20180021121,55387,9999,HAMILTON,CRESCENT,SANDFORD,ROAD,,SW
T20130021490,264653,9999,BEAUFORT-CARNGHAM,ROAD,STATION,LANE,329,SW
T20160008761,75748,9999,COLLINS,STREET,COLLINS,PLACE,39,E
T20210025011,731242,2520,WESTERN,FREEWAY,RIDING BOUNDARY,ROAD,512,S
T20210014752,687259,2500,PRINCES,FREEWAY,PRINCES IN-WESTERN RING OUT,RAMP,953,SW
T20150025650,297346,9999,COLLINS,STREET,WILLIAM,STREET,28,W
T20220028457,278496,9999,ENTERPRISE,DRIVE,PLENTY,ROAD,26,E
T20170011829,359485,9999,BRIGHT,STREET,NELSON,STREET,81,E
T20240018343,808196,9999,SANCTUARY LAKES,BOULEVARD,SANCTUARY LAKES,BOULEVARD,16,E
T20160023516,310219,5311,BAY,ROAD,NEPEAN REV,HIGHWAY SERVICE ROAD,192,W
T20200003169,54374,5087,STURT,STREET,ERRARD S,STREET,,W
T20130016760,37911,5205,HIGH,STREET,WESTGARTH,STREET,,S
T20190012637,27584,9999,GREENS,ROAD,HAINES,DRIVE,,E
T20210015619,49284,5087,MAIR,STREET,PEEL N,STREET,,E
T20120005199,38419,2720,MAROONDAH,HIGHWAY,YARRA,ROAD,,SW
T20120023059,43863,5768,CLYDE,ROAD,HOMESTEAD,ROAD,,N
T20130014705,40209,5002,ORRONG,ROAD,HIGH,STREET,,S
T20180021704,37719,5490,CHAPEL,STREET,TOORAK,ROAD,,N
T20170005471,49929,2780,ABERDEEN,STREET,PAKINGTON,STREET,,E
T20130000956,36210,5046,ELIZABETH,STREET,ROYAL,PARADE,,S
T20220008275,49929,2780,ABERDEEN,STREET,PAKINGTON,STREET,,E
T20190025002,39697,2720,MAROONDAH,HIGHWAY,OBAN,ROAD,,SW
T20210001080,44609,5182,MAIN,ROAD,YORK,STREET,,SE
T20230029797,58010,2090,FRANKSTON-DANDENONG,ROAD,HALL,ROAD,,SW
T20160003324,37362,2040,MELTON,HIGHWAY,MCCUBBIN ALT,DRIVE,,E
T20220024373,239030,2190,SURF COAST,HIGHWAY,CHURCH,STREET,,S
T20200022056,243783,5903,NARRE WARREN,ROAD,LINSELL,BOULEVARD,,N
T20140024239,221383,5500,HUME HIGHWAY -SYDNEY,ROAD,COOPER,STREET,,N
T20170009890,36816,5819,PASCOE VALE,ROAD,RESERVOIR,DRIVE,,S
T20150023333,29726,2510,PRINCES,HIGHWAY,HALLAM SOUTH,ROAD,,NW
T20200006687,29784,5819,PASCOE VALE,ROAD,DAVID MUNROE,DRIVE,,S
T20220024438,610,2070,WARRIGAL,ROAD,BURWOOD,HIGHWAY,,S
T20200005125,36335,5081,CEMETERY,ROAD,PRINCES,STREET,,W
T20240029104,50313,9999,BLACKGATE,ROAD,BREAMLEA,ROAD,,W
T20160027902,312349,9999,GERTRUDE,STREET,LITTLE NAPIER,STREET,21,W
T20220017597,70608,9999,GRIFFITHS,STREET,HALDANE,STREET,,W
T20130021123,265207,9999,SWANSTON,STREET,VICTORIA,STREET,40,N
T20230025879,785405,5771,BEACONSFIELD-EMERALD,ROAD,STONEY CREEK,ROAD,240,NE
T20150026210,297396,2750,BURWOOD,HIGHWAY,FITZGERALD,STREET,65,NW
T20210021187,695249,9999,ABBOTSFORD,STREET,MASONS,LANE,87,E
T20120014671,38944,5292,RIVERSDALE,ROAD,BERKELEY,STREET,,W
T20240025247,812439,5641,MORWELL-THORPDALE,ROAD,LILLEYS,ROAD,151,E
T20160016622,43658,5825,GAP,ROAD,WILSONS,LANE,,E
T20150022293,295520,9999,ORMOND,ROAD,ORMOND,ROAD,,NW
T20250004568,816732,9999,NEPEAN HIGHWAY SERVICE,ROAD,COLLINS,STREET,,NW
T20240018153,813970,5901,WILLIAMSONS,ROAD,FOOTE,STREET,1,N
T20130023791,265434,9999,VALKSTONE,STREET,JOY,STREET,65,W
T20230013690,775871,5784,DORSET,ROAD,PARK,CRESCENT,134,N
T20200011900,40589,2070,WARRIGAL,ROAD,MAY PARK,AVENUE,,S
T20200023869,760662,5345,FOOTE,STREET,WILLIAMSONS,ROAD,5,W
T20130021034,73616,9999,EASTBOURNE,ROAD,OCEAN,STREET,,W
T20140001286,43510,5765,CRANBOURNE,ROAD,FRAWLEY,STREET,,E
T20240029005,53204,9999,JAMES MIRAMS,DRIVE,LOCKWOOD,DRIVE,,W
T20140021207,41974,9999,MORELL,STREET,WEST,STREET,,NW
T20240000607,796452,2510,PRINCES,FREEWAY,BEACONSFIELD-NAR NAR GOON,ROAD,1,NW
T20210015015,687499,9999,CAMERON,ROAD,GLENDALE,LANE,25,NW
T20130000187,354777,9999,SOLDIERS,ROAD,PILOTS,LANE,507,E
T20170017288,359389,5732,MURRAY,ROAD,PLENTY,ROAD,80,W
T20170013789,358859,2510,PRINCES,FREEWAY,PRINCES OUT-HAUNTED HILLS OF,RAMP,1598,W
T20200000756,628639,9999,MATTHEWS,AVENUE,FULLARTON,ROAD,1,N
T20190023395,40550,9999,MATTHEWS,AVENUE,YORK,STREET,,N
T20120023459,255757,4024,SEASPRAY,ROAD,GARRETTS,ROAD,418,SE
T20200010694,657076,5809,TEMPLESTOWE,ROAD,ELIZABETH,STREET,110,SW
T20180012553,322346,5104,POUND,ROAD,HALLAM,ROAD,,W
T20170008680,37366,9999,CARSON,STREET,STEVENSON,STREET,,N
T20150026607,297686,4890,GREAT OCEAN,ROAD,HURST,ROAD,286,W
T20220004088,722958,9999,MUNRO,STREET,MONTAGUE,STREET,4,SW
T20220021202,774981,9999,DUKE,STREET,AITCHISON,AVENUE,51,S
T20150010247,289181,5814,PLENTY,ROAD,STATION,LANE,18,SW
T20220018611,40042,5864,MILLEARA,ROAD,DINAH,PARADE,,S
T20240010870,806021,4036,YARRA,BOULEVARD,BELLBIRD,ROAD,614,NW
T20230028474,790267,7012,BELGRAVE-HALLAM-MONASH OUT,RAMP,BELGRAVE-HALLAM,ROAD,22,SE
T20210001040,71977,5001,PORTARLINGTON,ROAD,SCOTCHMANS,ROAD,,SW
T20240032684,73324,9999,COOMBES,ROAD,MESSMATE,ROAD,,W
T20220008657,356018,9999,GLASTONE,ROAD,JONES,ROAD,,SW
T20160009631,304927,2750,BURWOOD,HIGHWAY,MINERVA,CRESCENT,157,E
T20170024234,325135,5929,SPRINGVALE,ROAD,EASTWAY,AVENUE,116,N
T20160018937,209806,2750,TOORAK,ROAD,LITHGOW,STREET,19,W
T20160014913,305638,5299,HAWTHORN,ROAD,PYNE,STREET,10,N
T20170017677,322320,2590,MIDLAND,HIGHWAY,BOWEN,STREET,280,NE
T20210008433,681127,9999,TUCKER,ROAD,LOGAN,AVENUE,79,S
T20220009628,781708,9999,KAMBROOK,ROAD,HUDSON,STREET,23,S
T20180023645,50141,9999,GEORGE,STREET,ROSLYN,ROAD,,SW
T20180002183,46043,9999,FIFTH,ROAD,SIXTH,AVENUE,,N
T20160018999,36172,5169,CHANDLER,ROAD,ISAAC,ROAD,,S
T20170006733,46543,2500,GEELONG,ROAD,MILLERS,ROAD,,E
T20140003614,267668,9999,THE AVENUE,,GRESHAM,WAY,135,W
T20240001216,796474,5840,BEACH,ROAD,SMALL,STREET,208,NW
T20150025495,297126,5827,GISBORNE-MELTON,ROAD,MINNS,ROAD,1015,N
T20130007649,260284,5449,DOHERTYS,ROAD,CHERRY,LANE,110,E
T20200015651,35319,5082,VICTORIA,STREET,RUSSELL,STREET,,W
T20200019490,809655,9999,RAILWAY,AVENUE,URQUHART,STREET,169,SW
T20150014578,49670,9999,GLENELG,AVENUE,GOULBURN,AVENUE,,W
T20170004515,49940,9999,MALOP,STREET,YARRA,STREET,,W
T20200012265,42300,9999,ARGUS,STREET,HERALD,STREET,,E
T20130000182,257972,7823,WEST GATE IN-POWER,RAMP,KINGS-CITYLINK IN ON,RAMP,19,NE
T20200021647,669683,2510,PRINCES,HIGHWAY,KALIMNA WEST,ROAD,202,SE
T20140002377,37835,5861,ST GEORGES,ROAD,REID,STREET,60,SW
T20230027993,800491,9999,ST JOHNS,AVENUE,BALMORAL,AVENUE,6,N
T20230028568,790742,9999,TARNEIT,ROAD,LEAKES,ROAD,207,N
T20130008524,43192,9999,LAURA,STREET,STATION,STREET,,NE
T20160009160,302861,9999,SEDGWICK,ROAD,SEDGWICK,ROAD,128,SE
T20220012581,714105,9999,CAMDEN,STREET,ALFRED,STREET,40,S
T20240031568,816727,5845,SOUTH,ROAD,EAST BOUNDARY,ROAD,92,W
T20160016635,261015,2900,WESTERN RING,ROAD,WESTERN RING IN-SUNSHINE OF,RAMP,,NE
T20180016967,338050,5899,ELGAR,ROAD,CAIRO,ROAD,,S
T20160006231,301130,9999,HOPE,WAY,CROWN,COURT,,W
T20220011935,66211,5320,STATION,STREET,HARROW,STREET,,S
T20180007854,55297,9999,HODDLE,WAY,VICTORIA,STREET,,NW
T20230022881,781927,9999,GLASS,STREET,CULLENS,LANE,15,W
T20200011884,656020,9999,FERNLEIGH,DRIVE,COTTAGE,CLOSE,40,SE
T20210010807,688597,2500,PRINCES,FREEWAY,RAILWAY,AVENUE,482,N
T20160001638,298959,2570,MURRAY VALLEY,HIGHWAY,ANZAC,PARADE,60,SE
T20230026078,44446,9999,BOLDREWOOD,PARADE,DUNNE,STREET,,N
T20200019004,38709,5520,BALLARAT,ROAD,GORDON,STREET,,E
T20230002056,751844,4871,MOUNT BUFFALO,ROAD,MOUNT BUFFALO,ROAD,3369,N
T20220002536,708842,9999,THE BOULEVARD,,BARAK,ROAD,30,E
T20130002932,266035,5747,UPPER HEIDELBERG,ROAD,WAVERLEY,AVENUE,27,N
T20230002241,752280,2290,WELLINGTON,ROAD,EASTLINK OUT-WELLINGTON OF,RAMP,10,E
T20120002852,19412,2540,NORTHERN,HIGHWAY,AXEDALE-TOOLLEEN,ROAD,,S
T20230026543,817788,5517,MCINTYRE,ROAD,COMLEY,STREET,41,N
T20130024156,265645,9999,ROSELLA,ROAD,ROYAL,PARADE,,S
T20210024229,698261,5743,LOWER PLENTY,ROAD,ST JAMES,ROAD,17,NE
T20230009659,771689,5960,SOMERTON,ROAD,PASCOE VALE,ROAD,87,W
T20220021730,727395,2520,WESTERN,FREEWAY,MORTONS,ROAD,368,W
T20200009270,654417,9999,COLLINS,STREET,EXHIBITION,STREET,45,E
T20160008294,302385,5588,BALLAN,ROAD,ARMSTRONG,ROAD,19,SE
T20190010235,589458,9999,BLACK FOREST,ROAD,AMAROO,WALK,4,E
T20130014762,122354,9999,BRUNSWICK,STREET,KERR,STREET,20,N
T20200023233,670924,5820,MICKLEHAM,ROAD,CRAIGIEBURN,ROAD,102,S
T20220004575,712101,9999,HOARES,LANE,BELLARINE,HIGHWAY,222,S
T20180020284,338721,2580,LEONGATHA,ROAD,WAUGH,AVENUE,,N
T20150016356,1057,4034,POINT NEPEAN,ROAD,HUGHES,ROAD,,SE
T20170012233,318745,9999,LINTON-PIGGOREET,ROAD,HAPPY VALLEY,ROAD,465,E
T20150006890,60785,5087,STURT,STREET,VALE,STREET,,SE
T20170024482,325138,9999,WILSON,ROAD,NIMMO,ROAD,,NW
T20250003367,814843,4019,WALHALLA,ROAD,HAPPY GO LUCKY,ROAD,1432,SW
T20160008845,304726,9999,STATION,STREET,HENRY,STREET,59,NE
