ACCIDENT_NO,NODE_ID,ROAD_ROUTE_1,ROAD_NAME,ROAD_TYPE,ROAD_NAME_INT,ROAD_TYPE_INT,DISTANCE_LOCATION,DIRECTION_LOCATION
T20230025958,796387,2590,HOWE,STREET,ALBERT,STREET,2,NE
T20230004130,726593,2590,MIDLAND,HIGHWAY,POWELL CONNECTION,ROAD,,SE
T20220023417,42874,2400,SPRINGVALE,ROAD,ATHOL,ROAD,,N
T20190013591,50322,5012,WINCHELSEA-DEANS MARSH,ROAD,CAPE OTWAY,ROAD,,N
T20220018067,774844,2820,WEST GATE,FREEWAY,THE AVENUE,,231,W
T20170020233,46327,9999,GLADSTONE,ROAD,MCFEES,ROAD,,N
T20130017423,263772,2550,HUME,FREEWAY,NORTHWOOD,ROAD,408,S
T20170024279,327501,9999,LEAKES,ROAD,WESTCOTT,PARADE,,N
T20210013561,687823,5520,BALLARAT,ROAD,WESTERN RING,ROAD,45,E
T20150014322,291394,9999,STERNBERG,STREET,STERNBERG ALT,STREET,24,S
T20130026694,266394,5543,TRARALGON-MAFFRA,ROAD,RISE,BOULEVARD,3,N
T20200001449,663834,2590,MIDLAND,HIGHWAY,TOMA,COURT,,S
T20170022156,39818,5432,HULL,ROAD,PAUL,STREET,,SW
T20120008129,45037,5502,MAIN,ROAD,MAIN E,ROAD,,E
T20240028997,40424,5801,HIGH,STREET,BURKE,ROAD,,W
T20150003907,252705,2510,DANDENONG,ROAD,EMO,ROAD,,NW
T20210004194,735368,9999,BELTANA,STREET,DAVENTRY,AVENUE,48,N
T20200006432,663787,2100,WARBURTON,HIGHWAY,VICTORIA,STREET,350,W
T20240026435,810228,5210,MARYBOROUGH-ST ARNAUD,ROAD,YOUNGS,ROAD,154,E
T20140001130,266132,2650,LARUNDEL,STREET,WATTLE,STREET,76,W
T20240026380,227393,5463,BEECHWORTH,ROAD,WOODLAND,STREET,,N
T20170022228,54710,9999,PRITCHARD,STREET,STRADBROKE,AVENUE,,W
T20230028121,47032,9999,CHURCH,STREET,NEW,STREET,,NW
T20200021227,669253,5899,ELGAR,ROAD,FEDERATION,STREET,21,S
T20130009306,608477,9999,MT PLEASANT,ROAD,FRANCIS,STREET,17,W
T20220028413,741498,9999,H TREE EXTENSION,ROAD,HARD UP HAUL,TRACK,2155,N
T20150003039,29565,2720,WHITEHORSE,ROAD,DORKING,ROAD,,W
T20150020886,57372,5729,BOUNDARY,ROAD,BRISTOL,ROAD,,W
T20210025388,731262,5489,BUFFALO RIVER,ROAD,YARRARABULA CREEK,ROAD,47,W
T20120015195,35807,2550,HUME,FREEWAY,BORALMA-RUTHERGLEN,ROAD,,SW
T20170014906,320835,9999,GROSVENOR,DRIVE,TRAFALGAR,SQUARE,,E
T20250002699,814589,2090,STUD,ROAD,TURRAMURRA,DRIVE,116,S
T20130016839,262677,2520,HORSHAM,ROAD,GRAMPIANS,ROAD,,SE
T20160023482,310628,9999,MAINTONGOON,ROAD,SONNBERG,DRIVE,105,SW
T20230002934,29534,5856,POWER,STREET,CONNELL,STREET,,S
T20170001053,313136,5819,PASCOE VALE,ROAD,EDGECOMBE,STREET,108,S
T20120028139,258395,4991,MOUNT DANDENONG TOURIST,ROAD,DANDENONG,AVENUE,101,N
T20140010311,271778,2090,DANDENONG VALLEY,HIGHWAY,STUD,ROAD,66,SW
T20220019118,722748,2590,MIDLAND,HIGHWAY,HOWARD,STREET,9,N
T20220013503,783952,9999,ELGIN,STREET,CANNING,STREET,1,E
T20190006648,269900,9999,CLARKSON,STREET,KENT,STREET,,N
T20170023359,29427,9999,COLLINS,STREET,SWANSTON,STREET,,E
T20220016854,44609,5182,MAIN,ROAD,YORK,STREET,,SE
T20120019251,253973,5781,MT DANDENONG,ROAD,RUSSO,PLACE,,W
T20190007627,344674,5210,PHELAN,ROAD,GLADSTONE,STREET,30,SE
T20230007355,773662,9999,OSBURN,STREET,QUEEN,STREET,35,NW
T20120021149,43633,5940,NARRE WARREN NORTH,ROAD,MARAMBA,DRIVE,,S
T20200014923,662616,7478,PRINCES IN-JOHN FIELD,RAMP,JOHN FIELD-PRINCES IN ON,RAMP,263,SW
T20210007895,681124,5294,CARLISLE,STREET,BARKLY,STREET,7,E
T20200013930,81095,5019,ALEXANDRA,AVENUE,ALEXANDRA,AVENUE,147,W
T20190024597,141578,9999,MCCLELLAND,DRIVE,LIGHTWOOD,STREET,79,S
T20180001188,326533,2720,MAROONDAH,HIGHWAY,NORTH CREEK,ROAD,1726,SE
T20170021504,323700,5839,NORMANBY,ROAD,KINGS-WEST GATE OUT ON,RAMP,,W
T20230026993,790348,5093,SAYERS,ROAD,FEDERATION,TRAIL,99,E
T20230014730,783221,5406,BENALLA-YARRAWONGA,ROAD,OLD THOONA,ROAD,197,S
T20210004596,225697,9999,AVERYS,ROAD,JOBS GULLY,ROAD,,NW
T20190021807,37431,2400,STATE (BELL/SPRINGVALE),HIGHWAY,SPRINGVALE,ROAD,,N
T20170000838,38419,2720,MAROONDAH,HIGHWAY,YARRA,ROAD,,SW
T20190010146,37411,5838,WILLIAMSTOWN,ROAD,NORMANBY,ROAD,,E
T20130025288,29684,5803,CLAYTON,ROAD,DIXON,STREET,,N
T20220008312,44662,5712,NAR NAR GOON-LONGWARRY,ROAD,BUNYIP-MODELLA,ROAD,,W
T20130016603,43022,5970,HEATHERTON,ROAD,MENZIES,AVENUE,,W
T20160003961,207,5041,KING,STREET,FLINDERS,LANE,,S
T20220026729,39715,2720,MAROONDAH,HIGHWAY,MURRAY,ROAD,,SW
T20220022246,233917,9999,DAVIS,ROAD,DOHERTYS,ROAD,,N
T20230004225,234871,2140,PLENTY,ROAD,GRIMSHAW,STREET,,N
T20140024290,56250,2050,CHELTENHAM,ROAD,FIVEWAYS,BOULEVARDE,,W
T20120011238,42125,5844,BLUFF,ROAD,BLUFF,ROAD,,S
T20220022709,29427,9999,COLLINS,STREET,SWANSTON,STREET,,E
T20130003415,35627,5795,WELLS,ROAD,SPRINGVALE,ROAD,,NW
T20120005359,53502,5371,CURR,ROAD,WINTER,ROAD,,N
T20170002003,38237,2400,BANKSIA,STREET,DORA,STREET,,W
T20230029009,51561,2630,EAGLEHAWK,ROAD,CREETH,STREET,,S
T20130001184,45283,5601,ORFORD,STREET,MARIBYRNONG,ROAD,,S
T20200005938,222041,2600,PENINSULA LINK,FREEWAY,JETTY,ROAD,,NE
T20240004467,42380,5803,BOUNDARY ROAD -CLAYTON,ROAD,HEATHERTON,ROAD,,N
T20180020374,45063,5520,BALLARAT,ROAD,HAMPSHIRE,ROAD,,E
T20160028013,61818,7046,COBURNS-WESTERN OUT,RAMP,COBURNS,ROAD,,E
T20220024738,43874,2230,DANDENONG-HASTINGS,ROAD,HALL,ROAD,,N
T20170003774,43857,2580,SOUTH GIPPSLAND,HIGHWAY,THOMPSONS,ROAD,22,SE
T20190007346,30939,2830,ALEXANDRA,PARADE,BRUNSWICK,STREET,,W
T20160018669,45697,7280,WESTERN RING OUT-SUNSHINE,RAMP,SUNSHINE,AVENUE,,W
T20150018260,43086,2090,STUD,ROAD,DAVID,STREET,,S
T20190009789,41659,5303,WAVERLEY,ROAD,HUNTINGDALE,ROAD,,W
T20140001171,36335,5081,CEMETERY,ROAD,PRINCES,STREET,,W
T20190017083,612144,5042,DERRIMUT,ROAD,DOHERTYS,ROAD,782,S
T20230026673,803430,9999,ASH,ROAD,CARROLL,STREET,,N
T20140021825,277712,9999,TENNYSON,STREET,BLESSINGTON,STREET,,SE
T20150007853,287947,9999,LITTLE COLLINS,STREET,MCILWRAITH,PLACE,,W
T20200020645,670387,5080,PITFIELD-SCARSDALE,ROAD,ROKEWOOD-SKIPTON,ROAD,87,NE
T20120015960,253573,9999,BLACK RANGE LINK NO2,TRACK,BLACK RANGE LINK NO3,TRACK,142,S
T20210010720,683122,9999,CHURCHILL,AVENUE,HARGREAVES,CRESCENT,,SW
T20240031296,812109,9999,BIRKENHEAD,AVENUE,HAROLD,STREET,28,NE
T20220027127,349021,5052,VINEYARD,ROAD,CALDER,FREEWAY,26,NE
T20150003340,282191,5783,MOUNTAIN,HIGHWAY,INVERNESS ALT,AVENUE,373,E
T20190022324,600498,9999,PLANTATION,ROAD,DONAX,ROAD,57,E
T20230003358,43858,2580,SOUTH GIPPSLAND,HIGHWAY,LESDON,AVENUE,,N
T20150004450,286080,9999,MILNE,STREET,JAMES,STREET,38,N
T20220025736,743954,5150,DARTMOOR-HAMILTON,ROAD,CASTERTON-DARTMOOR,ROAD,387,E
T20150014044,291203,2830,EASTERN,FREEWAY,TRAM,ROAD,8,E
T20170010347,358640,7123,WESTERN-WESTERN RING OUT,RAMP,WESTERN RING,ROAD,545,W
T20250005557,815766,9999,LOOP,TRACK,PAULS CREEK,ROAD,509,SW
T20230026530,787806,7640,WESTERN IN-ROBINSONS,RAMP,ROBINSONS,ROAD,15,NW
T20120026694,244145,9999,TWYFORD,STREET,HARMONY,WAY,,W
T20150018029,293427,2550,HUME,FREEWAY,HUME IN-WALLAN-WHITTLESEA OF,RAMP,1649,NE
T20170000688,323886,5814,PLENTY,ROAD,PLENTY-METROPOLITAN RING OUT ON,RAMP,,N
T20240004814,800014,5803,MIDDLEBOROUGH,ROAD,CLARICE,ROAD,3,N
T20210006343,681175,5093,SAYERS,ROAD,KINGSBRIDGE,BOULEVARD,71,W
T20160023321,310285,5539,NARRACAN,DRIVE,DINWOODIE,DRIVE,190,NW
T20150000554,286219,9999,WALNUT,STREET,CHURCH,STREET,34,E
T20210026374,705347,2530,CALDER,HIGHWAY,TORMEYS,ROAD,535,NW
T20220011916,653495,5520,BALLARAT,ROAD,CORNWALL,ROAD,,W
T20170011611,39625,5433,WANTIRNA,ROAD,STATION,STREET,,S
T20160024055,310328,9999,HARTLAND,ROAD,HARTLAND,ROAD,,W
T20120013170,252710,2180,STRZELECKI,HIGHWAY,CREAMERY,ROAD,,N
T20120024612,210996,5580,SHANNON,AVENUE,FYANSFORD,STREET,18,N
T20130026794,355216,5662,INVERLOCH-VENUS BAY,ROAD,CUTTRISS,STREET,226,E
T20140011895,272126,9999,THE BROADWAY,,MAY,STREET,20,SE
T20220023755,730369,5346,BRIDGEWATER-SERPENTINE,ROAD,LODDON WEST,ROAD,1378,S
T20240023295,808550,2500,PRINCES HIGHWAY,WEST,GEELONG,ROAD,88,E
T20210016610,689484,9999,HINRICHSEN,DRIVE,BELLA,CRESCENT,16,SW
T20130019697,267007,2500,SMITHFIELD,ROAD,GATEHOUSE,DRIVE,42,NE
T20150019366,38954,5926,COTHAM,ROAD,RIDGEWAY,AVENUE,,W
T20180005094,328202,5500,SYDNEY,ROAD,CAMPBELL,STREET,164,N
T20250000542,813369,2000,MONASH,FREEWAY,MONASH OUT-BURKE OF,RAMP,32,NW
T20210013232,689599,5442,POINT COOK,ROAD,POINT COOK REV,ROAD SERVICE ROAD,2,N
T20150011355,289719,5853,JOHNSTON,STREET,JOHNSTON,PLACE,1,W
T20240006895,800001,2590,CRESWICK ROAD -DOVETON,STREET,,,448,NK
T20230023343,783429,9999,E SAMBELLS,ROAD,CLUTTERBUCKS,TRACK,780,W
T20230025120,796998,2510,PRINCES,HIGHWAY,FARRELLS,LANE,315,NE
T20200004410,281009,5009,KINGS,ROAD,KINGS,ROAD,,S
T20210014400,24437,2460,PRINCES,HIGHWAY,CARDINIA,ROAD,,E
T20190006957,299540,2580,SOUTH GIPPSLAND,HIGHWAY,EVANS,ROAD,,N
T20230023436,36459,5853,JOHNSTON,STREET,FITZROY,STREET,,W
T20180001527,326482,9999,SLATE QUARRY,ROAD,BYRNE,ROAD,847,E
T20230028205,42821,5927,WHITE,STREET,BARKLY,STREET,,W
T20190011263,146332,5606,COOPER,STREET,MILLER,STREET,35,W
T20210021701,643492,9999,HUMMINGBIRD,BOULEVARD,DAVIS,ROAD,,W
T20220012119,38713,5462,GORDON,STREET,ESSEX,STREET,,S
T20130008217,37661,5801,HIGH,STREET,ST JOHN,STREET,,W
T20170017878,39296,9999,ELIZABETH,STREET,KATE,STREET,,W
T20210012577,685047,5165,FYANS,STREET,CROWN,STREET,146,W
T20240014249,804733,5215,FURLONG,ROAD,MAJORCA,STREET,158,E
T20180021481,57576,2290,WELLINGTON,ROAD,JELLS,ROAD,,W
T20230005160,47195,5311,BAY,ROAD,JACKSON,ROAD,,W
T20240018811,807297,2820,WEST GATE,FREEWAY,MORAY,STREET,3,W
T20220006012,713867,9999,FLINDERS,STREET,DEGRAVES,STREET,49,E
T20220013057,715463,9999,HIGH,STREET,HIGH,STREET,12,W
T20150020551,45505,5731,MELVILLE,ROAD,REYNARD,STREET,,S
T20160012383,73549,9999,DISNEY,STREET,SOUTH BEACH,ROAD,,W
T20230027260,43718,9999,CRAMER,STREET,GILBERT,ROAD,,W
T20170004020,316605,9999,BENETOOK,AVENUE,TWENTY FIRST,STREET,585,NE
T20160019232,309862,9999,LEAKES,ROAD,WILANDRA,DRIVE,184,E
T20140005522,269748,5376,BENDIGO-MURCHISON,ROAD,GEODETIC S,ROAD,206,W
T20230008017,780747,5431,EARL,STREET,LOCH,STREET,16,W
T20220018310,39492,5929,SPRINGVALE,ROAD,ROY,STREET,,S
T20150019139,293962,2590,ALBERT,STREET,QUEEN,STREET,,S
T20200018838,16795,2010,MORTLAKE,ROAD,WANGOOM,ROAD,,SW
T20130001896,43000,9999,BENNET,STREET,BRAMLEY,STREET,,N
T20120023069,929,2090,FRANKSTON-DANDENONG,ROAD,AMAYLA,CRESCENT,,SW
T20200007585,39872,9999,BLADIN,STREET,WHITTAKER,AVENUE,,N
T20220003457,773144,9999,LEAKES,ROAD,SUNSET VIEWS,BOULEVARD,47,E
T20120015247,254484,9999,CHANNEL,ROAD,FEIGLIN,ROAD,170,SE
T20190016728,631590,2460,PRINCES,HIGHWAY,BRUNT,ROAD,68,W
T20170004293,57753,5087,BALLARAT-BURRUMBEET ROAD -STURT,STREET,RING,ROAD,,SE
T20210026295,700077,9999,GEELONG ROAD SERVICE,ROAD,GEELONG,ROAD,176,E
T20180008737,50822,9999,MURPHY,STREET,PIPER,STREET,,S
T20150014686,299312,9999,ELEVENTH,STREET,PERRY,STREET,34,SE
T20240006985,808775,9999,BELMORE,COURT,DRUMMER,LANE,55,SE
T20130009380,260289,5803,MIDDLEBOROUGH,ROAD,WOORRWARREN,LANE,23,S
T20190014880,582964,5490,CHAPEL,STREET,MALCOLM,STREET,24,N
T20200009166,776846,9999,HEATHER,GROVE,KALBIAN,DRIVE,,W
T20130007691,268652,3241,JAMIESON-LICOLA,ROAD,FERGUSON,TRACK,1326,SE
T20190009016,579941,9999,LIVERPOOL,ROAD,DOBSON,LANE,154,NE
T20140006698,270497,2590,MIDLAND,HIGHWAY,CENTENARY,COURT,,S
T20180002086,319218,5056,WESTALL,ROAD,DINGLEY,BYPASS,14,S
T20220029862,744927,9999,LABUAN,ROAD,FOWLERS,ROAD,,N
T20160015660,306379,2000,MONASH,FREEWAY,MONASH OUT-SOUTH GIPPSLAND OUT OF,RAMP,63,SE
T20140002530,267222,9999,GOOMALIBEE,ROAD,STEEL,ROAD,,W
T20240007929,32828,2050,LOWER DANDENONG,ROAD,MCSWAIN,STREET,,W
T20180007408,37948,5205,HIGH,STREET,KEMP,STREET,,S
T20150000805,50265,5003,QUEENSCLIFF,ROAD,SWAN BAY,ROAD,,N
T20160020119,42512,2400,SPRINGVALE,ROAD,BOONAH,STREET,,N
T20170023829,325884,9999,LA TROBE,STREET,RUSSELL,STREET,10,W
T20140002147,267106,9999,EXHIBITION,STREET,LITTLE COLLINS,STREET,15,S
T20240016161,805662,2880,METROPOLITAN RING,ROAD,PLENTY-METROPOLITAN RING OUT ON,RAMP,305,E
T20180000627,60785,5087,STURT,STREET,VALE,STREET,,SE
T20150013736,63006,5592,KEILOR,ROAD,BIRDWOOD,STREET,,SE
T20170013547,278574,9999,MCKOY,STREET,MCKOY,STREET,23,NE
T20180018112,36041,5863,BRUNSWICK,ROAD,AMESS,STREET,,W
T20220010842,712737,9999,PHOENIX,STREET,WESTMORELAND,ROAD,10,W
T20230018406,778403,9999,IRELAND,STREET,DRYBURGH,STREET,13,NW
T20130016031,262580,9999,NICHOLSON,STREET,ALBERT,STREET,34,S
T20170018035,322747,5315,TOORONGA,ROAD,LEOPOLD,STREET,12,S
T20240012778,804062,5419,KATAMATITE-SHEPPARTON MAIN,ROAD,BOUNDARY,ROAD,81,SW
T20210005738,678177,5224,POWELLS,AVENUE,MCIVOR,ROAD,53,N
T20220019617,37626,2080,PUNT,ROAD,THE RIGHI,,,S
T20220015854,718816,5164,THOMPSONS,ROAD,FRANKSTON-DANDENONG,ROAD,590,SE
T20150012862,291147,2530,HIGH,STREET,HIGH ALT,STREET,128,S
T20170023035,360059,9999,OLD MELBOURNE,ROAD,ZENITH,DRIVE,38,NW
T20220004219,705484,2820,WEST GATE,FREEWAY,KINGS,WAY,1,E
T20180001453,327247,5164,MCLEOD,ROAD,SNAPPER POINT,DRIVE,24,NE
T20210007914,680234,9999,SETTLEMENT,ROAD,MONASH,AVENUE,38,E
T20150011567,39855,5769,YORK,ROAD,KAREN,COURT,,W
T20180024486,340753,9999,POINT NEPEAN,ROAD,ROSEBUD,PARADE,,W
T20120008785,254414,9999,LEMNOS NORTH,ROAD,NORTHEY,ROAD,20,N
T20160000168,302905,9999,WILSON,ROAD,MURPHY,ROAD,22,W
T20150022420,297997,5740,KINGSBURY,DRIVE,PLENTY,ROAD,74,SE
T20150019196,294513,5850,BARKLY,STREET,THACKERAY,STREET,26,S
T20180023876,1251,5215,FURLONG,ROAD,ST ALBANS,ROAD,,E
T20120012922,252642,9999,ANNANDALE,ROAD,LAMBECK,DRIVE,,NW
T20160013540,868,2050,STATE (LOWER DANDENONG/CHELTENHAM),HIGHWAY,FOSTER,STREET,,W
T20210004699,559,5452,CIVIC,PARADE,MILLERS,ROAD,,W
T20200017577,667659,9999,CHAPEL,STREET,JAMES,STREET,23,S
T20160019450,50274,2190,SURF COAST,HIGHWAY,LOWER DUNEED,ROAD,,NE
T20120006132,70435,2660,NEPEAN,HIGHWAY,SWANSTON,STREET,,NW
T20180002144,50274,2190,SURF COAST,HIGHWAY,LOWER DUNEED,ROAD,,NE
T20240031799,325660,5799,FERNTREE GULLY,ROAD,LUM,ROAD,,E
T20140002743,732,5799,FERNTREE GULLY,ROAD,MOUNTAIN GATE,DRIVE,,W
T20230020694,789668,9999,KENT,STREET,CLARKSON,STREET,2,W
T20250001467,813956,5874,BURKE,ROAD,LONGSTAFF,STREET,16,N
T20230019498,779594,9999,PLENTY RIVER,DRIVE,DIAMOND CREEK,ROAD,7,NW
T20150008490,288283,5116,PENSHURST-DUNKELD,ROAD,LOVELLS,LANE,3094,S
T20220016922,725727,2520,HIGH,STREET,ALBERT,STREET,75,E
T20180022514,47435,2500,PRINCES,FREEWAY,FORSYTH,ROAD,,W
T20250003629,814954,5833,KOROROIT CREEK,ROAD,KOROROIT CREEK,ROAD,51,E
T20210016931,730818,7595,HUME OUT-CRAIGIEBURN,RAMP,CRAIGIEBURN,ROAD,6,S
T20160021816,309184,9999,POMONAL EAST,ROAD,POMONAL,ROAD,2702,SE
T20230005509,39336,5320,STATION,STREET,WOODHOUSE,GROVE,,S
T20150011860,43416,5152,BALLARTO,ROAD,LYREBIRD,DRIVE,,W
T20240015276,657670,9999,SUNSHINE,AVENUE,CALDER OUT-SUNSHINE OF,RAMP,,SW
T20130001959,257673,5840,BEACH,ROAD,EPSOM,ROAD,87,SE
T20170018364,322412,7238,HUME OUT-BEECHWORTH-CHILTERN,RAMP,BEECHWORTH-CHILTERN,ROAD,56,SW
T20200014566,665712,9999,GLEN HUNTLY,ROAD,HAWTHORN,ROAD,74,E
T20130020752,69369,2290,WELLINGTON,ROAD,DANDENONG FWD,ROAD SERVICE ROAD,,W
T20220022712,46660,9999,CRAIGIEBURN,ROAD,KONAGADERRA,ROAD,,W
T20240025076,797971,9999,EMMELINE,ROW,STUD,ROAD,8,E
T20190006586,45008,5502,MAIN,ROAD,GRANTHAM,PARADE,,E
T20230007060,763245,2850,GREENSBOROUGH,ROAD,ERSKINE,ROAD,158,N
T20130022067,61685,9999,CARRINGTON,BOULEVARD,MADERA,DRIVE,,W
T20150021273,357659,5106,POTTER,STREET,HUME,HIGHWAY,221,S
T20140008242,271017,2230,DANDENONG-HASTINGS,ROAD,THOMPSONS,ROAD,115,S
T20150008594,298725,2040,MELTON,HIGHWAY,MELTON REV,HIGHWAY SERVICE ROAD,46,W
T20210025000,698871,9999,ORBITAL,DRIVE,METEOR,RISE,16,W
T20210007999,690075,5054,KEILOR PARK,DRIVE,SLATER,PARADE,,NW
T20150015105,297776,9999,STATION,STREET,MANNS,CROSSING,76,S
T20210016577,52153,5539,JOHN FIELD,DRIVE,ELLINBANK,STREET,,SW
T20160010508,41249,5296,GLEN EIRA,ROAD,KOOYONG,ROAD,,W
T20230013916,776140,2998,BURNLEY,TUNNEL,CREMORNE,STREET,175,E
T20180001133,36488,2830,ALEXANDRA,PARADE,BRUNSWICK,STREET,,E
T20190018836,588740,9999,ASH,STREET,OAK,STREET,23,N
T20140005363,270841,9999,KOONWARRA-INVERLOCH,ROAD,MILLARS,ROAD,63,W
T20140026582,280667,9999,KING,STREET,BARRY,ROAD,40,S
T20170015436,233922,9999,ALBERT HILL,ROAD,VICTORIA,ROAD,,W
T20240022128,356393,2460,BEACONSFIELD-NAR NAR GOON,ROAD,PRINCES,HIGHWAY,,W
T20120016070,253607,9999,GREVILLE,ROAD,RHONDA,STREET,26,W
T20140012034,272347,9999,WILLIAM,STREET,ABECKETT,STREET,27,N
T20150006425,287296,2570,MURRAY VALLEY,HIGHWAY,FLOOD,LANE,1124,NW
T20170020944,327118,2530,CALDER,FREEWAY,CALDER OUT-MALMSBURY EAST OF,RAMP,850,S
T20200010262,42016,9999,DENDY,STREET,NEW,STREET,,W
T20240019843,15509,2710,WHITE,ROAD,SOUTH DUDLEY,ROAD,,NW
T20170017797,321644,9999,FARNHAM,ROAD,DEVENISH,ROAD,42,N
T20140014582,273163,9999,ALFRED,CRESCENT,BEST,STREET,,W
T20190013055,582263,5853,JOHNSTON,STREET,JOHNSTON,PLACE,7,E
T20180018442,344675,2570,MURRAY VALLEY,HIGHWAY,BREARS,ROAD,95,W
T20250003294,814889,9999,LAMBOURN,ROAD,WATSONIA,ROAD,,W
T20160019021,61588,9999,CLENDON,PLACE,WESTMELTON,DRIVE,,NE
T20150006683,287481,9999,REILLYS,ROAD,CAMP,TRACK,155,N
T20240028891,813017,9999,GLOUCESTER,AVENUE,MELVILLE PARK,DRIVE,65,N
T20220027561,739719,9999,PARK,ROAD,OLYMPIC,AVENUE,18,E
T20120016597,254402,5982,GRAHAMVALE,ROAD,FORD,ROAD,197,N
T20180013223,335820,9999,UNNAMED,,DROUIN,ROAD,94,W
T20120022128,269561,2550,HUME,FREEWAY,OXENBURYS,ROAD,1162,W
T20180019227,35625,2510,PRINCES,HIGHWAY,DOVETON,AVENUE,,W
T20170001121,36798,5839,NORMANBY,ROAD,BOUNDARY,STREET,,SW
T20190025319,632046,4871,MOUNT BUFFALO,ROAD,MOUNT BUFFALO,ROAD,213,N
T20170019287,359797,5992,BALWYN,ROAD,TOWER,ROAD,77,N
T20240018573,53006,9999,ROWLANDS,STREET,VICKERS,STREET,,N
T20230002430,40195,2510,DANDENONG,ROAD,ORRONG,ROAD,,W
T20150009449,57388,5762,LOWER PLENTY,ROAD,CREW,STREET,,W
T20170005897,317360,5129,HAMILTON-PORT FAIRY,ROAD,P CHRISTIES,ROAD,8,N
T20150020851,348290,9999,HEATHERTON,ROAD,MATTHEW FLINDERS,AVENUE,,S
T20160010816,29644,2060,NORTH,ROAD,LEOPOLD,STREET,,W
T20140026634,280153,9999,BELGRAVE-HALLAM,ROAD,DRYSDALE,AVENUE,,E
T20210018535,691955,9999,GROOM,STREET,ALEXANDRA E,PARADE,17,N
T20150004456,42326,2070,WARRIGAL,ROAD,THORNTON,STREET,,S
T20140016293,277013,9999,EUREKA,STREET,LEONARDS,ROAD,238,SE
T20250005385,821516,2820,WEST GATE,FREEWAY,DOUGLAS,PARADE,489,SE
T20210003343,38020,9999,ROSSMOYNE,STREET,VICTORIA,ROAD,,W
T20150001114,45881,2590,CHURCH,STREET,KEERA,STREET,,W
T20130009549,35456,5310,GLENFERRIE,ROAD,OXLEY,ROAD,,S
T20120021932,50403,2710,BASS,HIGHWAY,SOLDIERS,ROAD,,S
T20130020146,35494,5440,UNION,STREET,QUEENS,LANE,,W
T20210006462,292174,2510,KINGS,WAY,PARK,STREET,,SE
T20190013707,42061,5311,BAY,ROAD,BEACH,ROAD,,W
T20130013520,57544,2510,DANDENONG,ROAD,CHADSTONE,ROAD,,NW
T20160018546,51570,2590,NAPIER,STREET,NOLAN,STREET,,SW
T20200018353,42570,5305,POLICE,ROAD,SMITH,ROAD,,W
T20160019967,36128,9999,RODEN,STREET,VICTORIA,STREET,,N
T20170002338,29523,5520,BALLARAT,ROAD,DROOP,STREET,,E
T20160022446,44594,2590,SKIPTON,STREET,LEITH,STREET,,SW
T20130014125,610,2070,WARRIGAL,ROAD,BURWOOD,HIGHWAY,,S
T20200018766,37954,9999,ARTHURTON,ROAD,SEPARATION,STREET,,W
T20210012860,278496,9999,ENTERPRISE,DRIVE,PLENTY,ROAD,26,E
T20170001526,29887,2080,PUNT,ROAD,FITZROY,STREET,,SW
T20220010168,44220,5515,HIGH,STREET,PARK,STREET,,S
T20240028656,29588,5131,CANTERBURY,ROAD,FITZROY,STREET,,W
T20200011485,38709,5520,BALLARAT,ROAD,GORDON,STREET,,E
T20150015853,39735,5422,BAYSWATER,ROAD,EASTFIELD,ROAD,,S
T20210026550,43917,5213,CLYDE-FIVE WAYS,ROAD,BALLARTO,ROAD,,N
T20170018007,278539,5969,HEATHERTON LINK,ROAD,PRINCES,HIGHWAY,,NE
T20170013113,29397,5082,VICTORIA,STREET,EXHIBITION ALT,STREET,,W
T20220017168,43136,5439,BARRY,ROAD,PASCOE VALE,ROAD,,W
T20190024380,43178,9999,EULINGA,AVENUE,STATION,STREET,,SW
T20190025253,638750,9999,HAZELDENE,STREET,CERES,COURT,30,NW
T20250000523,814564,9999,MELBOURNE,ROAD,FULFORD,STREET,46,W
T20190006049,344635,5515,EPPING,ROAD,LEGEND,DRIVE,41,S
T20130018090,263152,5811,HEIDELBERG-KINGLAKE,ROAD,OLD KINGLAKE,ROAD,797,SW
T20200015432,35977,9999,BARROW,STREET,MITCHELL,STREET,,N
T20120005106,223231,9999,BRYN MAWR,BOULEVARD,CANBERRA,AVENUE,,NW
T20180014951,29440,5287,SWAN,STREET,WAVERLEY,STREET,,W
T20230004379,278539,5969,HEATHERTON LINK,ROAD,PRINCES,HIGHWAY,,NE
T20240032031,348901,9999,SAN MATEO,AVENUE,BATEY,CRESCENT,,SW
T20190012439,37471,5517,MCINTYRE,ROAD,MUNRO,AVENUE,,S
T20200023555,671702,9999,JEFFREYS,LANE,MOUNT PIPER,LANE,654,SE
T20240025486,809891,9999,DUDLEY,PARADE,MARLOWE,STREET,,W
T20230018006,783617,9999,GREENS,LANE,CUDMORE,ROAD,283,N
T20210021801,699449,5770,KOO WEE RUP,ROAD,ISLAND,ROAD,767,S
T20180005803,191416,5803,BOUNDARY ROAD -GOVERNOR,ROAD,BOUNDARY,ROAD,15,N
T20130019930,234616,5821,LANCEFIELD,ROAD,THE OLD STOCK,RUN,,S
T20230018275,61007,9999,SAYLE,STREET,YARROWEE,STREET,,W
T20200010317,35496,5850,BARKLY,STREET,SMITH,STREET,,S
T20180019278,335502,5790,MAIN,ROAD,PARK WEST,ROAD,167,SW
T20150021641,297614,9999,MCFADZEAN,AVENUE,ELLIOT,STREET,,NW
